"","X","Unit","Date","ID","Year","Month","Individual","INJ","TA","takeover.date","time.since.takeover","Sex","DOB","Age","AgeCat","T.State.Date","T.State","I.State.Date","I.State","to_yn","next.takeover","time.to.takeover"
"3785","3796","M","2010-07-01","MEE","2010"," 7","Meena",0,"FALSE","1/1/10"," 25.857143","FALSE","1998-01-01","12.487004","A","1/8/09","Lactating","4/18/10","Pregnant","N","2011-08-01",56.5714285714286
"3786","3806","M","2010-08-01","MEE","2010"," 8","Meena",0,"FALSE","1/1/10"," 30.285714","FALSE","1998-01-01","12.571819","A","1/8/09","Lactating","4/18/10","Pregnant","N","2011-08-01",52.1428571428571
"3787","3807","M","2010-09-01","MEE","2010"," 9","Meena",0,"FALSE","1/1/10"," 34.714286","FALSE","1998-01-01","12.656635","A","1/8/09","Lactating","4/18/10","Pregnant","N","2011-08-01",47.7142857142857
"3788","3817","M","2010-10-01","MEE","2010","10","Meena",0,"FALSE","1/1/10"," 39.000000","FALSE","1998-01-01","12.738714","A","1/8/09","Lactating","4/18/10","Pregnant","N","2011-08-01",43.4285714285714
"3789","3829","M","2010-11-01","MEE","2010","11","Meena",0,"FALSE","1/1/10"," 43.428571","FALSE","1998-01-01","12.823529","A","1/8/09","Lactating","10/18/10","Lactating","N","2011-08-01",39
"3790","3837","M","2010-12-01","MEE","2010","12","Meena",0,"FALSE","1/1/10"," 47.714286","FALSE","1998-01-01","12.905609","A","1/8/09","Lactating","10/18/10","Lactating","N","2011-08-01",34.7142857142857
"3791","3844","M","2011-02-01","MEE","2011"," 2","Meena",0,"FALSE","1/1/10"," 56.571429","FALSE","1998-01-01","13.075239","A","1/8/09","Lactating","10/18/10","Lactating","N","2011-08-01",25.8571428571429
"3792","3858","M","2011-04-01","MEE","2011"," 4","Meena",0,"FALSE","1/1/10"," 65.000000","FALSE","1998-01-01","13.236662","A","1/8/09","Lactating","10/18/10","Lactating","N","2011-08-01",17.4285714285714
"3793","3861","M","2011-05-01","MEE","2011"," 5","Meena",0,"FALSE","1/1/10"," 69.285714","FALSE","1998-01-01","13.318741","A","1/8/09","Lactating","10/18/10","Lactating","N","2011-08-01",13.1428571428571
"3794","3874","M","2011-06-01","MEE","2011"," 6","Meena",0,"FALSE","1/1/10"," 73.714286","FALSE","1998-01-01","13.403557","A","1/8/09","Lactating","10/18/10","Lactating","N","2011-08-01",8.71428571428571
"3795","3881","M","2011-07-01","MEE","2011"," 7","Meena",0,"FALSE","1/1/10"," 78.000000","FALSE","1998-01-01","13.485636","A","1/8/09","Lactating","10/18/10","Lactating","N","2011-08-01",4.42857142857143
"3796","3890","M","2011-08-01","MEE","2011"," 8","Meena",0,"FALSE","1/1/10"," 82.428571","FALSE","1998-01-01","13.570451","A","1/8/09","Lactating","10/18/10","Lactating","N","2011-08-01",0
"3797","3896","M","2011-09-01","MEE","2011"," 9","Meena",0,"FALSE","8/1/11","  4.428571","FALSE","1998-01-01","13.655267","A","10/18/10","Lactating","8/30/11","Cycling","Y","2012-04-01",30.4285714285714
"3798","3912","M","2011-10-01","MEE","2011","10","Meena",0,"FALSE","8/1/11","  8.714286","FALSE","1998-01-01","13.737346","A","10/18/10","Lactating","8/30/11","Cycling","Y","2012-04-01",26.1428571428571
"3803","3955","M","2013-05-01","MEE","2013"," 5","Meena",0,"FALSE","3/1/13","  8.714286","FALSE","1998-01-01","15.318741","A","12/3/12","Lactating","12/3/12","Lactating","Y","2013-05-01",0
"3804","3981","M","2013-08-01","MEE","2013"," 8","Meena",0,"FALSE","5/1/13"," 13.142857","FALSE","1998-01-01","15.570451","A","12/3/12","Lactating","12/3/12","Lactating","N",NA,NA
"3805","3994","M","2013-09-01","MEE","2013"," 9","Meena",0,"FALSE","5/1/13"," 17.571429","FALSE","1998-01-01","15.655267","A","12/3/12","Lactating","12/3/12","Lactating","N",NA,NA
"3806","3999","M","2013-10-01","MEE","2013","10","Meena",0,"FALSE","5/1/13"," 21.857143","FALSE","1998-01-01","15.737346","A","12/3/12","Lactating","12/3/12","Lactating","N",NA,NA
"3807","4010","M","2013-11-01","MEE","2013","11","Meena",0,"FALSE","5/1/13"," 26.285714","FALSE","1998-01-01","15.822161","A","12/3/12","Lactating","12/3/12","Lactating","N",NA,NA
"3808","4019","M","2013-12-01","MEE","2013","12","Meena",0,"FALSE","5/1/13"," 30.571429","FALSE","1998-01-01","15.904241","A","12/3/12","Lactating","12/3/12","Lactating","N",NA,NA
"3809","4030","M","2014-01-01","MEE","2014"," 1","Meena",0,"FALSE","5/1/13"," 35.000000","FALSE","1998-01-01","15.989056","A","12/3/12","Lactating","12/3/12","Lactating","N",NA,NA
"3810","4046","M","2014-03-01","MEE","2014"," 3","Meena",0,"FALSE","5/1/13"," 43.428571","FALSE","1998-01-01","16.150479","A","12/3/12","Lactating","2/7/14","Cycling","N",NA,NA
"3811","4055","M","2014-04-01","MEE","2014"," 4","Meena",0,"FALSE","5/1/13"," 47.857143","FALSE","1998-01-01","16.235294","A","12/3/12","Lactating","3/6/14","Pregnant","N",NA,NA
"3812","4063","M","2014-05-01","MEE","2014"," 5","Meena",0,"FALSE","5/1/13"," 52.142857","FALSE","1998-01-01","16.317373","A","12/3/12","Lactating","3/6/14","Pregnant","N",NA,NA
"3813","4080","M","2014-06-01","MEE","2014"," 6","Meena",0,"FALSE","5/1/13"," 56.571429","FALSE","1998-01-01","16.402189","A","12/3/12","Lactating","3/6/14","Pregnant","N",NA,NA
"3814","4099","M","2014-08-01","MEE","2014"," 8","Meena",0,"FALSE","5/1/13"," 65.285714","FALSE","1998-01-01","16.569083","A","12/3/12","Lactating","3/6/14","Pregnant","N",NA,NA
"3815","4113","M","2014-09-01","MEE","2014"," 9","Meena",0,"FALSE","5/1/13"," 69.714286","FALSE","1998-01-01","16.653899","A","12/3/12","Lactating","3/6/14","Pregnant","N",NA,NA
"3816","4125","M","2014-10-01","MEE","2014","10","Meena",0,"FALSE","5/1/13"," 74.000000","FALSE","1998-01-01","16.735978","A","12/3/12","Lactating","9/2/14","Lactating","N",NA,NA
"3817","4135","M","2014-12-01","MEE","2014","12","Meena",0,"FALSE","5/1/13"," 82.714286","FALSE","1998-01-01","16.902873","A","12/3/12","Lactating","9/2/14","Lactating","N",NA,NA
"3818","4151","M","2015-04-01","MEE","2015"," 4","Meena",0,"FALSE","5/1/13","100.000000","FALSE","1998-01-01","17.233926","A","12/3/12","Lactating","9/2/14","Lactating","N",NA,NA
"3819","4155","M","2015-05-01","MEE","2015"," 5","Meena",0,"FALSE","5/1/13","104.285714","FALSE","1998-01-01","17.316005","A","12/3/12","Lactating","9/2/14","Lactating","N",NA,NA
"3820","4169","M","2015-06-01","MEE","2015"," 6","Meena",0,"FALSE","5/1/13","108.714286","FALSE","1998-01-01","17.400821","A","12/3/12","Lactating","9/2/14","Lactating","N",NA,NA
"3821","4178","M","2015-07-01","MEE","2015"," 7","Meena",0,"FALSE","5/1/13","113.000000","FALSE","1998-01-01","17.482900","A","12/3/12","Lactating","9/2/14","Lactating","N",NA,NA
"3822","4194","M","2015-08-01","MEE","2015"," 8","Meena",0,"FALSE","5/1/13","117.428571","FALSE","1998-01-01","17.567715","A","12/3/12","Lactating","7/29/15","Pregnant","N",NA,NA
"3823","4203","M","2015-09-01","MEE","2015"," 9","Meena",0,"FALSE","5/1/13","121.857143","FALSE","1998-01-01","17.652531","A","12/3/12","Lactating","7/29/15","Pregnant","N",NA,NA
"3824","4223","M","2015-10-01","MEE","2015","10","Meena",0,"FALSE","5/1/13","126.142857","FALSE","1998-01-01","17.734610","A","12/3/12","Lactating","7/29/15","Pregnant","N",NA,NA
"3825","4235","M","2015-11-01","MEE","2015","11","Meena",0,"FALSE","5/1/13","130.571429","FALSE","1998-01-01","17.819425","A","12/3/12","Lactating","7/29/15","Pregnant","N",NA,NA
"3826","4238","M","2015-12-01","MEE","2015","12","Meena",0,"FALSE","5/1/13","134.857143","FALSE","1998-01-01","17.901505","A","12/3/12","Lactating","7/29/15","Pregnant","N",NA,NA
"3827","4256","M","2016-01-01","MEE","2016"," 1","Meena",0,"FALSE","5/1/13","139.285714","FALSE","1998-01-01","17.986320","A","12/3/12","Lactating","7/29/15","Pregnant","N",NA,NA
"3828","4272","M","2016-02-01","MEE","2016"," 2","Meena",0,"FALSE","5/1/13","143.714286","FALSE","1998-01-01","18.071135","A","12/3/12","Lactating","1/25/16","Lactating","N",NA,NA
"3829","4275","M","2016-03-01","MEE","2016"," 3","Meena",0,"FALSE","5/1/13","147.857143","FALSE","1998-01-01","18.150479","A","12/3/12","Lactating","1/25/16","Lactating","N",NA,NA
"3830","4292","M","2016-04-01","MEE","2016"," 4","Meena",0,"FALSE","5/1/13","152.285714","FALSE","1998-01-01","18.235294","A","12/3/12","Lactating","1/25/16","Lactating","N",NA,NA
"3831","4307","M","2016-05-01","MEE","2016"," 5","Meena",0,"FALSE","5/1/13","156.571429","FALSE","1998-01-01","18.317373","A","12/3/12","Lactating","1/25/16","Lactating","N",NA,NA
"3832","4313","M","2016-06-01","MEE","2016"," 6","Meena",0,"FALSE","5/1/13","161.000000","FALSE","1998-01-01","18.402189","A","12/3/12","Lactating","1/25/16","Lactating","N",NA,NA
"3833","4326","M","2016-07-01","MEE","2016"," 7","Meena",0,"FALSE","5/1/13","165.285714","FALSE","1998-01-01","18.484268","A","12/3/12","Lactating","1/25/16","Lactating","N",NA,NA
"3834","4351","M","2017-05-01","MEE","2017"," 5","Meena",0,"FALSE","5/1/13","208.714286","FALSE","1998-01-01","19.316005","A","12/3/12","Lactating","3/13/17","Pregnant","N",NA,NA
"3835","4358","M","2017-06-01","MEE","2017"," 6","Meena",0,"FALSE","5/1/13","213.142857","FALSE","1998-01-01","19.400821","A","12/3/12","Lactating","3/13/17","Pregnant","N",NA,NA
"3836","4377","M","2017-07-01","MEE","2017"," 7","Meena",0,"FALSE","5/1/13","217.428571","FALSE","1998-01-01","19.482900","A","12/3/12","Lactating","3/13/17","Pregnant","N",NA,NA
"3837","4379","M","2017-08-01","MEE","2017"," 8","Meena",0,"FALSE","5/1/13","221.857143","FALSE","1998-01-01","19.567715","A","12/3/12","Lactating","3/13/17","Pregnant","N",NA,NA
"3838","4475","M2","2017-05-01","MIC","2017"," 5","Mickey",0,"FALSE","8/1/13","195.571429","FALSE","2012-06-05"," 4.900137","A",NA,NA,"1/27/17","Cycling","N",NA,NA
"3839","4476","M2","2017-06-01","MIC","2017"," 6","Mickey",0,"FALSE","8/1/13","200.000000","FALSE","2012-06-05"," 4.984952","A",NA,NA,"1/27/17","Cycling","N",NA,NA
"3840","4477","M2","2017-07-01","MIC","2017"," 7","Mickey",0,"FALSE","8/1/13","204.285714","FALSE","2012-06-05"," 5.067031","A",NA,NA,"1/27/17","Cycling","N",NA,NA
"3841","4478","M2","2017-08-01","MIC","2017"," 8","Mickey",0,"FALSE","8/1/13","208.714286","FALSE","2012-06-05"," 5.151847","A",NA,NA,"1/27/17","Cycling","N",NA,NA
"3842","4479","M2","2017-09-01","MIC","2017"," 9","Mickey",0,"FALSE","8/1/13","213.142857","FALSE","2012-06-05"," 5.236662","A",NA,NA,"1/27/17","Cycling","N",NA,NA
"3843","3689","M","2008-05-01","MID","2008"," 5","Midge",0,"FALSE","5/1/08","  0.000000","FALSE","2002-11-04"," 5.485636","A","3/27/08","Cycling","3/27/08","Cycling","Y","2010-01-01",87.1428571428571
"3844","3699","M","2009-01-01","MID","2009"," 1","Midge",0,"FALSE","5/1/08"," 35.000000","FALSE","2002-11-04"," 6.155951","A","3/27/08","Cycling","8/10/08","Pregnant","N","2010-01-01",52.1428571428571
"3845","3707","M","2009-02-01","MID","2009"," 2","Midge",0,"FALSE","5/1/08"," 39.428571","FALSE","2002-11-04"," 6.240766","A","3/27/08","Cycling","8/10/08","Pregnant","N","2010-01-01",47.7142857142857
"3846","3708","M","2009-03-01","MID","2009"," 3","Midge",0,"FALSE","5/1/08"," 43.428571","FALSE","2002-11-04"," 6.317373","A","3/27/08","Cycling","2/9/09","Lactating","N","2010-01-01",43.7142857142857
"3847","3715","M","2009-04-01","MID","2009"," 4","Midge",0,"FALSE","5/1/08"," 47.857143","FALSE","2002-11-04"," 6.402189","A","3/27/08","Cycling","2/9/09","Lactating","N","2010-01-01",39.2857142857143
"3848","3721","M","2009-05-01","MID","2009"," 5","Midge",0,"FALSE","5/1/08"," 52.142857","FALSE","2002-11-04"," 6.484268","A","3/27/08","Cycling","2/9/09","Lactating","N","2010-01-01",35
"3849","3729","M","2009-06-01","MID","2009"," 6","Midge",0,"FALSE","5/1/08"," 56.571429","FALSE","2002-11-04"," 6.569083","A","3/27/08","Cycling","2/9/09","Lactating","N","2010-01-01",30.5714285714286
"3850","3737","M","2009-07-01","MID","2009"," 7","Midge",0,"FALSE","5/1/08"," 60.857143","FALSE","2002-11-04"," 6.651163","A","3/27/08","Cycling","2/9/09","Lactating","N","2010-01-01",26.2857142857143
"3851","3738","M","2009-10-01","MID","2009","10","Midge",0,"FALSE","5/1/08"," 74.000000","FALSE","2002-11-04"," 6.902873","A","3/27/08","Cycling","2/9/09","Lactating","N","2010-01-01",13.1428571428571
"3852","3751","M","2009-11-01","MID","2009","11","Midge",0,"FALSE","5/1/08"," 78.428571","FALSE","2002-11-04"," 6.987688","A","3/27/08","Cycling","2/9/09","Lactating","N","2010-01-01",8.71428571428571
"3853","3756","M","2009-12-01","MID","2009","12","Midge",0,"FALSE","5/1/08"," 82.714286","FALSE","2002-11-04"," 7.069767","A","3/27/08","Cycling","2/9/09","Lactating","N","2010-01-01",4.42857142857143
"3854","3763","M","2010-02-01","MID","2010"," 2","Midge",0,"FALSE","1/1/10","  4.428571","FALSE","2002-11-04"," 7.239398","A","2/9/09","Lactating","2/9/09","Lactating","Y","2011-08-01",78
"3855","3768","M","2010-04-01","MID","2010"," 4","Midge",0,"FALSE","1/1/10"," 12.857143","FALSE","2002-11-04"," 7.400821","A","2/9/09","Lactating","2/9/09","Lactating","Y","2011-08-01",69.5714285714286
"3856","3777","M","2010-05-01","MID","2010"," 5","Midge",0,"FALSE","1/1/10"," 17.142857","FALSE","2002-11-04"," 7.482900","A","2/9/09","Lactating","4/5/10","Pregnant","N","2011-08-01",65.2857142857143
"3857","3783","M","2010-06-01","MID","2010"," 6","Midge",0,"FALSE","1/1/10"," 21.571429","FALSE","2002-11-04"," 7.567715","A","2/9/09","Lactating","4/5/10","Pregnant","N","2011-08-01",60.8571428571429
"3858","3791","M","2010-07-01","MID","2010"," 7","Midge",0,"FALSE","1/1/10"," 25.857143","FALSE","2002-11-04"," 7.649795","A","2/9/09","Lactating","4/5/10","Pregnant","N","2011-08-01",56.5714285714286
"3859","3802","M","2010-08-01","MID","2010"," 8","Midge",0,"FALSE","1/1/10"," 30.285714","FALSE","2002-11-04"," 7.734610","A","2/9/09","Lactating","4/5/10","Pregnant","N","2011-08-01",52.1428571428571
"3860","3812","M","2010-09-01","MID","2010"," 9","Midge",0,"FALSE","1/1/10"," 34.714286","FALSE","2002-11-04"," 7.819425","A","2/9/09","Lactating","4/5/10","Pregnant","N","2011-08-01",47.7142857142857
"3861","3823","M","2010-10-01","MID","2010","10","Midge",0,"FALSE","1/1/10"," 39.000000","FALSE","2002-11-04"," 7.901505","A","2/9/09","Lactating","4/5/10","Pregnant","N","2011-08-01",43.4285714285714
"3862","3832","M","2010-11-01","MID","2010","11","Midge",0,"FALSE","1/1/10"," 43.428571","FALSE","2002-11-04"," 7.986320","A","2/9/09","Lactating","10/5/10","Lactating","N","2011-08-01",39
"3863","3841","M","2010-12-01","MID","2010","12","Midge",0,"FALSE","1/1/10"," 47.714286","FALSE","2002-11-04"," 8.068399","A","2/9/09","Lactating","10/5/10","Lactating","N","2011-08-01",34.7142857142857
"3864","3849","M","2011-02-01","MID","2011"," 2","Midge",0,"FALSE","1/1/10"," 56.571429","FALSE","2002-11-04"," 8.238030","A","2/9/09","Lactating","10/5/10","Lactating","N","2011-08-01",25.8571428571429
"3865","3855","M","2011-04-01","MID","2011"," 4","Midge",0,"FALSE","1/1/10"," 65.000000","FALSE","2002-11-04"," 8.399453","A","2/9/09","Lactating","10/5/10","Lactating","N","2011-08-01",17.4285714285714
"3866","3868","M","2011-05-01","MID","2011"," 5","Midge",0,"FALSE","1/1/10"," 69.285714","FALSE","2002-11-04"," 8.481532","A","2/9/09","Lactating","10/5/10","Lactating","N","2011-08-01",13.1428571428571
"3867","3872","M","2011-06-01","MID","2011"," 6","Midge",0,"FALSE","1/1/10"," 73.714286","FALSE","2002-11-04"," 8.566347","A","2/9/09","Lactating","10/5/10","Lactating","N","2011-08-01",8.71428571428571
"3868","3880","M","2011-07-01","MID","2011"," 7","Midge",0,"FALSE","1/1/10"," 78.000000","FALSE","2002-11-04"," 8.648427","A","2/9/09","Lactating","10/5/10","Lactating","N","2011-08-01",4.42857142857143
"3870","3897","M","2011-09-01","MID","2011"," 9","Midge",0,"FALSE","8/1/11","  4.428571","FALSE","2002-11-04"," 8.818057","A","7/12/11","Cycling","7/12/11","Cycling","Y","2012-04-01",30.4285714285714
"3871","3914","M","2011-10-01","MID","2011","10","Midge",0,"FALSE","8/1/11","  8.714286","FALSE","2002-11-04"," 8.900137","A","7/12/11","Cycling","7/12/11","Cycling","Y","2012-04-01",26.1428571428571
"3879","3995","M","2013-09-01","MID","2013"," 9","Midge",0,"FALSE","8/1/13","  4.428571","FALSE","2002-11-04","10.818057","A","7/12/11","Cycling","8/20/13","Pregnant","Y",NA,NA
"3880","4007","M","2013-10-01","MID","2013","10","Midge",0,"FALSE","8/1/13","  8.714286","FALSE","2002-11-04","10.900137","A","7/12/11","Cycling","8/20/13","Pregnant","Y",NA,NA
"3881","4018","M","2013-11-01","MID","2013","11","Midge",0,"FALSE","8/1/13"," 13.142857","FALSE","2002-11-04","10.984952","A","7/12/11","Cycling","8/20/13","Pregnant","N",NA,NA
"3882","4023","M","2013-12-01","MID","2013","12","Midge",0,"FALSE","8/1/13"," 17.428571","FALSE","2002-11-04","11.067031","A","7/12/11","Cycling","8/20/13","Pregnant","N",NA,NA
"3883","4036","M","2014-01-01","MID","2014"," 1","Midge",0,"FALSE","8/1/13"," 21.857143","FALSE","2002-11-04","11.151847","A","7/12/11","Cycling","8/20/13","Pregnant","N",NA,NA
"3884","4045","M","2014-03-01","MID","2014"," 3","Midge",0,"FALSE","8/1/13"," 30.285714","FALSE","2002-11-04","11.313269","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3885","4059","M","2014-04-01","MID","2014"," 4","Midge",0,"FALSE","8/1/13"," 34.714286","FALSE","2002-11-04","11.398085","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3886","4073","M","2014-05-01","MID","2014"," 5","Midge",0,"FALSE","8/1/13"," 39.000000","FALSE","2002-11-04","11.480164","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3887","4077","M","2014-06-01","MID","2014"," 6","Midge",0,"FALSE","8/1/13"," 43.428571","FALSE","2002-11-04","11.564979","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3888","4095","M","2014-07-01","MID","2014"," 7","Midge",0,"FALSE","8/1/13"," 47.714286","FALSE","2002-11-04","11.647059","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3889","4104","M","2014-08-01","MID","2014"," 8","Midge",0,"FALSE","8/1/13"," 52.142857","FALSE","2002-11-04","11.731874","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3890","4112","M","2014-09-01","MID","2014"," 9","Midge",0,"FALSE","8/1/13"," 56.571429","FALSE","2002-11-04","11.816689","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3891","4126","M","2014-10-01","MID","2014","10","Midge",0,"FALSE","8/1/13"," 60.857143","FALSE","2002-11-04","11.898769","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3892","4131","M","2014-12-01","MID","2014","12","Midge",0,"FALSE","8/1/13"," 69.571429","FALSE","2002-11-04","12.065663","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3893","4147","M","2015-04-01","MID","2015"," 4","Midge",0,"FALSE","8/1/13"," 86.857143","FALSE","2002-11-04","12.396717","A","7/12/11","Cycling","2/18/14","Lactating","N",NA,NA
"3894","4163","M","2015-05-01","MID","2015"," 5","Midge",0,"FALSE","8/1/13"," 91.142857","FALSE","2002-11-04","12.478796","A","7/12/11","Cycling","4/20/15","Cycling","N",NA,NA
"3895","4170","M","2015-06-01","MID","2015"," 6","Midge",0,"FALSE","8/1/13"," 95.571429","FALSE","2002-11-04","12.563611","A","7/12/11","Cycling","5/26/15","Pregnant","N",NA,NA
"3896","4183","M","2015-07-01","MID","2015"," 7","Midge",0,"FALSE","8/1/13"," 99.857143","FALSE","2002-11-04","12.645691","A","7/12/11","Cycling","5/26/15","Pregnant","N",NA,NA
"3897","4192","M","2015-08-01","MID","2015"," 8","Midge",0,"FALSE","8/1/13","104.285714","FALSE","2002-11-04","12.730506","A","7/12/11","Cycling","5/26/15","Pregnant","N",NA,NA
"3898","4202","M","2015-09-01","MID","2015"," 9","Midge",0,"FALSE","8/1/13","108.714286","FALSE","2002-11-04","12.815321","A","7/12/11","Cycling","5/26/15","Pregnant","N",NA,NA
"3899","4218","M","2015-10-01","MID","2015","10","Midge",0,"FALSE","8/1/13","113.000000","FALSE","2002-11-04","12.897401","A","7/12/11","Cycling","5/26/15","Pregnant","N",NA,NA
"3900","4225","M","2015-11-01","MID","2015","11","Midge",0,"FALSE","8/1/13","117.428571","FALSE","2002-11-04","12.982216","A","7/12/11","Cycling","5/26/15","Pregnant","N",NA,NA
"3901","4237","M","2015-12-01","MID","2015","12","Midge",0,"FALSE","8/1/13","121.714286","FALSE","2002-11-04","13.064295","A","7/12/11","Cycling","11/22/15","Lactating","N",NA,NA
"3902","4255","M","2016-01-01","MID","2016"," 1","Midge",0,"FALSE","8/1/13","126.142857","FALSE","2002-11-04","13.149111","A","7/12/11","Cycling","11/22/15","Lactating","N",NA,NA
"3903","4271","M","2016-02-01","MID","2016"," 2","Midge",0,"FALSE","8/1/13","130.571429","FALSE","2002-11-04","13.233926","A","7/12/11","Cycling","11/22/15","Lactating","N",NA,NA
"3904","4283","M","2016-03-01","MID","2016"," 3","Midge",0,"FALSE","8/1/13","134.714286","FALSE","2002-11-04","13.313269","A","7/12/11","Cycling","11/22/15","Lactating","N",NA,NA
"3905","4295","M","2016-04-01","MID","2016"," 4","Midge",0,"FALSE","8/1/13","139.142857","FALSE","2002-11-04","13.398085","A","7/12/11","Cycling","11/22/15","Lactating","N",NA,NA
"3906","4304","M","2016-05-01","MID","2016"," 5","Midge",0,"FALSE","8/1/13","143.428571","FALSE","2002-11-04","13.480164","A","7/12/11","Cycling","11/22/15","Lactating","N",NA,NA
"3907","4319","M","2016-06-01","MID","2016"," 6","Midge",0,"FALSE","8/1/13","147.857143","FALSE","2002-11-04","13.564979","A","7/12/11","Cycling","11/22/15","Lactating","N",NA,NA
"3908","4332","M","2016-07-01","MID","2016"," 7","Midge",0,"FALSE","8/1/13","152.142857","FALSE","2002-11-04","13.647059","A","7/12/11","Cycling","11/22/15","Lactating","N",NA,NA
"3909","4348","M","2017-05-01","MID","2017"," 5","Midge",0,"FALSE","8/1/13","195.571429","FALSE","2002-11-04","14.478796","A","7/12/11","Cycling","3/1/17","Pregnant","N",NA,NA
"3910","4365","M","2017-06-01","MID","2017"," 6","Midge",0,"FALSE","8/1/13","200.000000","FALSE","2002-11-04","14.563611","A","7/12/11","Cycling","3/1/17","Pregnant","N",NA,NA
"3911","4369","M","2017-07-01","MID","2017"," 7","Midge",0,"FALSE","8/1/13","204.285714","FALSE","2002-11-04","14.645691","A","7/12/11","Cycling","3/1/17","Pregnant","N",NA,NA
"3912","4380","M","2017-08-01","MID","2017"," 8","Midge",0,"FALSE","8/1/13","208.714286","FALSE","2002-11-04","14.730506","A","7/12/11","Cycling","3/1/17","Pregnant","N",NA,NA
"3913","3692","M","2008-05-01","MIM","2008"," 5","Mimi",0,"FALSE","5/1/08","  0.000000","FALSE","1998-09-09"," 9.636115","A","10/4/07","Lactating","10/4/07","Lactating","Y","2010-01-01",87.1428571428571
"3914","3698","M","2009-01-01","MIM","2009"," 1","Mimi",0,"FALSE","5/1/08"," 35.000000","FALSE","1998-09-09","10.306430","A","10/4/07","Lactating","8/2/08","Pregnant","N","2010-01-01",52.1428571428571
"3915","3704","M","2009-02-01","MIM","2009"," 2","Mimi",0,"FALSE","5/1/08"," 39.428571","FALSE","1998-09-09","10.391245","A","10/4/07","Lactating","8/2/08","Pregnant","N","2010-01-01",47.7142857142857
"3916","3713","M","2009-03-01","MIM","2009"," 3","Mimi",0,"FALSE","5/1/08"," 43.428571","FALSE","1998-09-09","10.467852","A","10/4/07","Lactating","2/1/09","Lactating","N","2010-01-01",43.7142857142857
"3917","3719","M","2009-04-01","MIM","2009"," 4","Mimi",0,"FALSE","5/1/08"," 47.857143","FALSE","1998-09-09","10.552668","A","10/4/07","Lactating","2/1/09","Lactating","N","2010-01-01",39.2857142857143
"3918","3720","M","2009-05-01","MIM","2009"," 5","Mimi",0,"FALSE","5/1/08"," 52.142857","FALSE","1998-09-09","10.634747","A","10/4/07","Lactating","2/1/09","Lactating","N","2010-01-01",35
"3919","3731","M","2009-06-01","MIM","2009"," 6","Mimi",0,"FALSE","5/1/08"," 56.571429","FALSE","1998-09-09","10.719562","A","10/4/07","Lactating","2/1/09","Lactating","N","2010-01-01",30.5714285714286
"3920","3732","M","2009-07-01","MIM","2009"," 7","Mimi",0,"FALSE","5/1/08"," 60.857143","FALSE","1998-09-09","10.801642","A","10/4/07","Lactating","2/1/09","Lactating","N","2010-01-01",26.2857142857143
"3921","3741","M","2009-10-01","MIM","2009","10","Mimi",0,"FALSE","5/1/08"," 74.000000","FALSE","1998-09-09","11.053352","A","10/4/07","Lactating","2/1/09","Lactating","N","2010-01-01",13.1428571428571
"3922","3749","M","2009-11-01","MIM","2009","11","Mimi",0,"FALSE","5/1/08"," 78.428571","FALSE","1998-09-09","11.138167","A","10/4/07","Lactating","2/1/09","Lactating","N","2010-01-01",8.71428571428571
"3923","3752","M","2009-12-01","MIM","2009","12","Mimi",0,"FALSE","5/1/08"," 82.714286","FALSE","1998-09-09","11.220246","A","10/4/07","Lactating","2/1/09","Lactating","N","2010-01-01",4.42857142857143
"3924","3764","M","2010-02-01","MIM","2010"," 2","Mimi",0,"FALSE","1/1/10","  4.428571","FALSE","1998-09-09","11.389877","A","2/1/09","Lactating","2/1/09","Lactating","Y","2011-08-01",78
"3925","3773","M","2010-04-01","MIM","2010"," 4","Mimi",0,"FALSE","1/1/10"," 12.857143","FALSE","1998-09-09","11.551300","A","2/1/09","Lactating","2/1/09","Lactating","Y","2011-08-01",69.5714285714286
"3926","3782","M","2010-05-01","MIM","2010"," 5","Mimi",0,"FALSE","1/1/10"," 17.142857","FALSE","1998-09-09","11.633379","A","2/1/09","Lactating","4/15/10","Cycling","N","2011-08-01",65.2857142857143
"3927","3789","M","2010-06-01","MIM","2010"," 6","Mimi",0,"FALSE","1/1/10"," 21.571429","FALSE","1998-09-09","11.718194","A","2/1/09","Lactating","4/15/10","Cycling","N","2011-08-01",60.8571428571429
"3928","3792","M","2010-07-01","MIM","2010"," 7","Mimi",0,"FALSE","1/1/10"," 25.857143","FALSE","1998-09-09","11.800274","A","2/1/09","Lactating","4/15/10","Cycling","N","2011-08-01",56.5714285714286
"3929","3801","M","2010-08-01","MIM","2010"," 8","Mimi",0,"FALSE","1/1/10"," 30.285714","FALSE","1998-09-09","11.885089","A","2/1/09","Lactating","4/15/10","Cycling","N","2011-08-01",52.1428571428571
